class.name.phs,ibase,idss,idiff
LINE.TRIP_LINE_692_C_H_40.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_1.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_2.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_3.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_4.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_5.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_6.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_7.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_8.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_9.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_10.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_11.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_12.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_13.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_14.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_15.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_16.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_17.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_18.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_19.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_20.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_21.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_22.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_23.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_24.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_25.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_26.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_27.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_28.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_29.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_30.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_31.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_32.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_33.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_34.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_35.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_36.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_37.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_38.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_39.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_40.2,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_1.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_2.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_3.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_4.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_5.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_6.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_7.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_8.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_9.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_10.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_11.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_12.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_13.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_14.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_15.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_16.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_17.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_18.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_19.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_20.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_21.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_22.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_23.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_24.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_25.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_26.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_27.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_28.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_29.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_30.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_31.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_32.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_33.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_34.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_35.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_36.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_37.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_38.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_39.1,2.430,6.043,3.612
LOAD.TRIP_LOAD_692_C_40.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_1.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_2.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_3.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_4.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_5.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_6.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_7.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_8.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_9.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_10.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_11.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_12.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_13.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_14.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_15.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_16.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_17.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_18.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_19.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_20.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_21.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_22.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_23.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_24.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_25.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_26.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_27.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_28.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_29.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_30.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_31.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_32.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_33.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_34.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_35.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_36.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_37.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_38.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_39.1,2.430,6.043,3.612
LINE.TRIP_LINE_692_C_H_40.1,2.430,6.043,3.612
LINE.TRIP_LINE_671_C_H_1.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_2.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_3.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_4.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_5.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_6.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_7.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_8.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_9.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_10.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_11.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_12.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_13.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_14.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_15.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_16.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_17.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_18.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_19.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_20.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_21.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_22.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_23.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_24.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_25.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_26.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_27.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_28.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_29.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_30.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_31.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_32.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_33.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_34.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_35.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_36.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_37.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_38.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_39.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_40.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_1.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_2.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_3.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_4.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_5.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_6.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_7.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_8.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_9.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_10.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_11.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_12.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_13.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_14.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_15.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_16.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_17.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_18.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_19.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_20.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_21.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_22.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_23.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_24.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_25.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_26.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_27.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_28.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_29.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_30.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_31.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_32.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_33.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_34.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_35.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_36.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_37.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_38.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_39.2,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_40.2,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_1.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_2.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_3.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_4.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_5.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_6.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_7.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_8.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_9.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_10.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_11.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_12.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_13.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_14.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_15.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_16.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_17.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_18.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_19.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_20.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_21.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_22.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_23.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_24.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_25.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_26.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_27.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_28.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_29.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_30.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_31.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_32.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_33.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_34.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_35.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_36.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_37.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_38.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_39.1,2.430,6.043,3.613
LINE.TRIP_LINE_671_C_H_40.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_1.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_2.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_3.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_4.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_5.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_6.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_7.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_8.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_9.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_10.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_11.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_12.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_13.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_14.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_15.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_16.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_17.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_18.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_19.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_20.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_21.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_22.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_23.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_24.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_25.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_26.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_27.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_28.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_29.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_30.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_31.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_32.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_33.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_34.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_35.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_36.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_37.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_38.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_39.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_671_C_40.1,2.430,6.043,3.613
LOAD.TRIP_LOAD_680_A_1.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_2.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_3.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_4.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_5.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_6.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_7.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_8.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_9.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_10.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_11.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_12.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_13.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_14.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_15.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_16.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_17.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_18.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_19.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_20.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_21.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_22.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_23.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_24.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_25.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_26.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_27.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_28.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_29.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_30.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_31.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_32.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_33.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_34.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_35.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_36.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_37.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_38.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_39.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_40.2,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_1.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_2.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_3.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_4.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_5.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_6.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_7.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_8.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_9.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_10.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_11.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_12.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_13.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_14.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_15.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_16.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_17.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_18.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_19.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_20.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_21.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_22.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_23.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_24.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_25.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_26.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_27.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_28.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_29.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_30.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_31.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_32.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_33.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_34.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_35.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_36.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_37.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_38.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_39.1,2.426,6.050,3.624
LOAD.TRIP_LOAD_680_A_40.1,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_1.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_2.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_3.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_4.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_5.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_6.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_7.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_8.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_9.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_10.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_11.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_12.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_13.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_14.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_15.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_16.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_17.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_18.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_19.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_20.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_21.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_22.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_23.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_24.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_25.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_26.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_27.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_28.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_29.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_30.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_31.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_32.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_33.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_34.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_35.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_36.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_37.2,2.426,6.050,3.624
LINE.TRIP_LINE_680_A_H_38.2,2.426,6.050,3.624
